Samples,Val,Method
2500,28.4253055400459,SMAC
2600,28.0992778708357,SMAC
2700,28.0612941249457,SMAC
2800,27.9412494571624,SMAC
2900,27.7594763943173,SMAC
3000,27.481432470997,SMAC
3100,27.4570382778088,SMAC
3200,27.2754203114337,SMAC
3300,26.9697251690552,SMAC
3400,26.8493703083318,SMAC
3500,26.6675972454867,SMAC
3600,26.6675972454867,SMAC
0,49.0796575469942,Unicorn
100,47.784446925988,Unicorn
200,45.9946336621379,Unicorn
300,45.1927849122154,Unicorn
400,43.0949500589367,Unicorn
500,40.9361622929462,Unicorn
600,39.5798436627582,Unicorn
700,38.2235250325703,Unicorn
800,37.1133445002792,Unicorn
900,36.0647372665798,Unicorn
1000,34.0925305540046,Unicorn
1100,32.9857621440536,Unicorn
1200,31.3842359947888,Unicorn
1300,30.5840933060364,Unicorn
1400,29.4128047645636,Unicorn
1500,28.2447732489609,Unicorn
1600,27.1998883305416,Unicorn
1700,26.6489856690862,Unicorn
1800,25.6684657857187,Unicorn
1900,24.1314597679757,Unicorn
2000,24.0132762578324,Unicorn
2100,23.463304175197,Unicorn
2200,22.358862212296,Unicorn
2300,21.8696879459024,Unicorn
2400,21.1956386872635,Unicorn
2500,20.3735901730877,Unicorn
2600,20.3396612693095,Unicorn
2700,19.7288913704324,Unicorn
2800,19.4860102984056,Unicorn
2900,19.1192071468453,Unicorn
3000,19.000713443762,Unicorn
3100,18.5118493703083,Unicorn
3200,17.9962491469694,Unicorn
3300,17.9624976735529,Unicorn
3400,17.954048638253,Unicorn
3500,17.7797940318878,Unicorn
3600,17.7797940318878,Unicorn
0,49.2035796265277,Unicorn
100,48.2168558843601,Unicorn
200,46.5518952788635,Unicorn
300,45.4415596501024,Unicorn
400,44.2691854333395,Unicorn
500,42.8505180222098,Unicorn
600,41.1846268378932,Unicorn
700,40.2588560084373,Unicorn
800,38.285563620572,Unicorn
900,36.928779700974,Unicorn
1000,36.928779700974,Unicorn
1100,35.6957627644395,Unicorn
1200,34.8331161982753,Unicorn
1300,33.3541162603139,Unicorn
1400,31.9380854891743,Unicorn
1500,31.0768347912402,Unicorn
1600,31.0768347912402,Unicorn
1700,30.2768471989578,Unicorn
1800,29.4152863080836,Unicorn
1900,28.6156089087412,Unicorn
2000,27.1390905142999,Unicorn
2100,26.6468143185061,Unicorn
2200,25.786804392332,Unicorn
2300,24.000558347292,Unicorn
2400,22.894565419691,Unicorn
2500,21.7265339040883,Unicorn
2600,21.2373596376946,Unicorn
2700,20.6880079409393,Unicorn
2800,20.6600241950493,Unicorn
2900,20.4462125442025,Unicorn
3000,20.3252372975991,Unicorn
3100,19.8362181276754,Unicorn
3200,19.6556858365904,Unicorn
3300,19.536571747627,Unicorn
3400,19.1092809727651,Unicorn
3500,18.6838513555431,Unicorn
3600,18.6880389602333,Unicorn
